Date,Close,Open,High,Low,Vol.,Change %
2013-06-05,"5,923.85","5,908.3","5,935.2","5,883.7",110.22M,0.07%
2013-06-06,"5,921.4","5,895","5,956.55","5,869.5",114.18M,-0.04%
2013-06-07,"5,881","5,900.05","5,972.7","5,871.3",118.35M,-0.68%
2013-06-10,"5,878","5,907.9","5,931.65","5,857.4",100.13M,-0.05%
2013-06-11,"5,788.8","5,848.75","5,868.05","5,780.35",180.90M,-1.52%
2013-06-12,"5,760.2","5,771.75","5,792.9","5,738.6",140.39M,-0.49%
2013-06-13,"5,699.1","5,709.35","5,729.85","5,683.1",142.04M,-1.06%
2013-06-14,"5,808.4","5,748.95","5,819.4","5,739.4",124.41M,1.92%
2013-06-17,"5,850.05","5,820.4","5,854.9","5,770.25",107.16M,0.72%
2013-06-18,"5,813.6","5,841.9","5,863.4","5,804.3",117.54M,-0.62%
2013-06-19,"5,822.25","5,805.75","5,828.4","5,777.9",115.54M,0.15%
2013-06-20,"5,655.9","5,754.15","5,755","5,645.65",198.40M,-2.86%
2013-06-21,"5,667.65","5,639.9","5,686.15","5,616.85",182.41M,0.21%
2013-06-24,"5,590.25","5,638.05","5,640","5,566.25",193.49M,-1.37%
2013-06-25,"5,609.1","5,606.95","5,666.25","5,570.25",196.57M,0.34%
2013-06-26,"5,588.7","5,627.95","5,635.25","5,579.35",160.10M,-0.36%
2013-06-27,"5,682.35","5,647.95","5,699.35","5,630.95",239.03M,1.68%
2013-06-28,"5,842.2","5,749.5","5,852.95","5,749.5",214.40M,2.81%
2013-07-01,"5,898.85","5,834.1","5,904.35","5,822.2",144.79M,0.97%
2013-07-02,"5,857.55","5,885.5","5,898.8","5,852.3",145.72M,-0.70%
2013-07-03,"5,770.9","5,811.95","5,815","5,760.4",160.52M,-1.48%
2013-07-04,"5,836.95","5,794.75","5,848.2","5,786.05",151.93M,1.14%
2013-07-05,"5,867.9","5,889.95","5,900.45","5,858.45",123.59M,0.53%
2013-07-08,"5,811.55","5,833.15","5,833.85","5,775.55",127.63M,-0.96%
2013-07-09,"5,859","5,834.6","5,864.95","5,834.6",110.43M,0.82%
2013-07-10,"5,816.7","5,869.9","5,879.35","5,802.85",117.52M,-0.72%
2013-07-11,"5,935.1","5,894.5","5,948.85","5,887.95",120.20M,2.04%
2013-07-12,"6,009","6,000.5","6,019","5,951.15",127.71M,1.25%
2013-07-15,"6,030.8","5,991.2","6,038.2","5,980.95",116.28M,0.36%
2013-07-16,"5,955.25","5,930.8","5,966.05","5,910.95",151.16M,-1.25%
2013-07-17,"5,973.3","5,972.25","5,989.8","5,926.75",191.52M,0.30%
2013-07-18,"6,038.05","5,984.7","6,051.1","5,974.55",171.73M,1.08%
2013-07-19,"6,029.2","6,057.2","6,066.85","6,020.25",163.31M,-0.15%
2013-07-22,"6,031.8","6,009.75","6,064.15","6,004.25",115.17M,0.04%
2013-07-23,"6,077.8","6,064.3","6,093.35","6,061.3",126.47M,0.76%
2013-07-24,"5,990.5","6,032.2","6,047.25","5,962.6",151.93M,-1.44%
2013-07-25,"5,907.5","5,970.4","5,990.65","5,896.4",237.08M,-1.39%
2013-07-26,"5,886.2","5,937.95","5,944.5","5,869.5",174.54M,-0.36%
2013-07-29,"5,831.65","5,869.95","5,886","5,825.8",173.43M,-0.93%
2013-07-30,"5,755.05","5,836.05","5,861.3","5,747.6",181.49M,-1.31%
2013-07-31,"5,742","5,738.35","5,752.1","5,675.75",235.47M,-0.23%
2013-08-01,"5,727.85","5,776.9","5,808.5","5,676.85",216.76M,-0.25%
2013-08-02,"5,677.9","5,750.05","5,761.85","5,649",222.49M,-0.87%
2013-08-05,"5,685.4","5,682.4","5,721","5,661.5",197.17M,0.13%
2013-08-06,"5,542.25","5,664.9","5,664.9","5,521.8",216.23M,-2.52%
2013-08-07,"5,519.1","5,549.3","5,561.45","5,486.85",245.01M,-0.42%
2013-08-08,"5,565.65","5,510.05","5,577.6","5,510.05",204.92M,0.84%
2013-08-12,"5,612.4","5,606.7","5,644.1","5,557.1",195.71M,0.84%
2013-08-13,"5,699.3","5,600.25","5,704.75","5,578.9",223.00M,1.55%
2013-08-14,"5,742.3","5,715.4","5,754.55","5,690.2",223.66M,0.75%
2013-08-16,"5,507.85","5,705.45","5,716.6","5,496.05",248.09M,-4.08%
2013-08-19,"5,414.75","5,497.55","5,499.65","5,360.65",219.67M,-1.69%
2013-08-20,"5,401.45","5,353.45","5,417.8","5,306.35",261.05M,-0.25%
2013-08-21,"5,302.55","5,494.45","5,504.1","5,268.45",255.00M,-1.83%
2013-08-22,"5,408.45","5,282.8","5,418.95","5,254.05",284.47M,2.00%
2013-08-23,"5,471.75","5,428.75","5,478.8","5,377.8",251.51M,1.17%
2013-08-26,"5,476.5","5,499.4","5,528.7","5,454.45",242.00M,0.09%
2013-08-27,"5,287.45","5,426.5","5,427.4","5,274.25",306.04M,-3.45%
2013-08-28,"5,285","5,233.45","5,317.7","5,118.85",335.99M,-0.05%
2013-08-29,"5,409.05","5,316.5","5,428.9","5,303",326.50M,2.35%
2013-08-30,"5,471.8","5,407.45","5,493.3","5,360.2",336.40M,1.16%
2013-09-02,"5,550.75","5,480.25","5,564.9","5,478.85",214.23M,1.44%
2013-09-03,"5,341.45","5,574.7","5,580.95","5,323.75",250.30M,-3.77%
2013-09-04,"5,448.1","5,358.65","5,460.25","5,318.9",237.23M,2.00%
2013-09-05,"5,592.95","5,553.75","5,625.75","5,552.7",274.94M,2.66%
2013-09-06,"5,680.4","5,617.45","5,688.6","5,566.15",253.03M,1.56%
2013-09-10,"5,896.75","5,738.5","5,904.85","5,738.2",275.24M,3.81%
2013-09-11,"5,913.15","5,887.25","5,924.35","5,832.7",265.01M,0.28%
2013-09-12,"5,850.7","5,931.15","5,932","5,815.8",272.99M,-1.06%
2013-09-13,"5,850.6","5,828","5,884.3","5,822.9",190.77M,0.00%
2013-09-16,"5,840.55","5,930.3","5,957.25","5,798.15",219.46M,-0.17%
2013-09-17,"5,850.2","5,824.2","5,857.8","5,804.9",157.94M,0.17%
2013-09-18,"5,899.45","5,872.75","5,916.9","5,840.2",153.58M,0.84%
2013-09-19,"6,115.55","6,044.15","6,142.5","6,040.15",287.19M,3.66%
2013-09-20,"6,012.1","6,104.55","6,130.95","5,932.85",318.64M,-1.69%
2013-09-23,"5,889.75","5,945.8","5,989.4","5,871.4",188.32M,-2.04%
2013-09-24,"5,892.45","5,855","5,938.4","5,854.55",187.58M,0.05%
2013-09-25,"5,873.85","5,901.55","5,910.55","5,811.1",200.16M,-0.32%
2013-09-26,"5,882.25","5,872.8","5,917.65","5,864.1",220.59M,0.14%
2013-09-27,"5,833.2","5,905.55","5,909.2","5,819.3",163.07M,-0.83%
2013-09-30,"5,735.3","5,801.05","5,810.2","5,718.5",155.68M,-1.68%
2013-10-01,"5,780.05","5,756.1","5,786.45","5,700.95",159.25M,0.78%
2013-10-03,"5,909.7","5,819.1","5,917.6","5,802.7",199.79M,2.24%
2013-10-04,"5,907.3","5,891.3","5,950.45","5,885",191.47M,-0.04%
2013-10-07,"5,906.15","5,889.05","5,912","5,825.85",156.39M,-0.02%
2013-10-08,"5,928.4","5,975","5,981.7","5,913",158.53M,0.38%
2013-10-09,"6,007.45","5,893.25","6,015.5","5,877.1",192.04M,1.33%
2013-10-10,"6,020.95","6,001.05","6,033.95","5,979.8",159.61M,0.22%
2013-10-11,"6,096.2","6,104.85","6,107.6","6,046.4",180.83M,1.25%
2013-10-14,"6,112.7","6,093","6,124.1","6,082.9",142.17M,0.27%
2013-10-15,"6,089.05","6,147.55","6,156.3","6,056.55",218.30M,-0.39%
2013-10-17,"6,045.85","6,098.5","6,110.75","6,032.55",230.56M,-0.71%
2013-10-18,"6,189.35","6,070.9","6,201.45","6,070.9",250.34M,2.37%
2013-10-21,"6,204.95","6,202","6,218.95","6,163.3",196.99M,0.25%
2013-10-22,"6,202.8","6,192.3","6,220.1","6,181.8",161.94M,-0.03%
2013-10-23,"6,178.35","6,209.55","6,217.95","6,116.6",188.28M,-0.39%
2013-10-24,"6,164.35","6,162.8","6,252.45","6,142.95",148.91M,-0.23%
2013-10-25,"6,144.9","6,154","6,174.75","6,125.95",144.53M,-0.32%
2013-10-28,"6,101.1","6,155.1","6,168.75","6,094.1",146.34M,-0.71%
2013-10-29,"6,220.9","6,107.55","6,228.05","6,079.2",197.35M,1.96%
2013-10-30,"6,251.7","6,230.8","6,269.2","6,222.6",177.58M,0.50%
2013-10-31,"6,299.15","6,237.15","6,309.05","6,235.9",239.61M,0.76%
2013-11-01,"6,307.2","6,289.75","6,332.6","6,286.95",191.64M,0.13%
2013-11-03,"6,324.95","6,332.05","6,342.95","6,319.25",9.36M,0.28%
2013-11-05,"6,253.15","6,282.15","6,304.75","6,244.3",181.05M,-1.14%
2013-11-06,"6,215.15","6,260.55","6,269.7","6,208.7",157.08M,-0.61%
2013-11-07,"6,187.25","6,228.9","6,288.95","6,180.8",168.83M,-0.45%
2013-11-08,"6,140.75","6,170.15","6,185.15","6,120.95",150.05M,-0.75%
2013-11-11,"6,078.8","6,110.4","6,141.65","6,067.75",146.06M,-1.01%
2013-11-12,"6,018.05","6,087.25","6,108.7","6,011.75",153.81M,-1.00%
2013-11-13,"5,989.6","5,998.85","6,042.25","5,972.45",162.54M,-0.47%
2013-11-14,"6,056.15","6,037","6,101.65","6,036.65",154.91M,1.11%
2013-11-18,"6,189","6,111.05","6,196.8","6,110.4",163.99M,2.19%
2013-11-19,"6,203.35","6,197.25","6,212.4","6,180.2",161.51M,0.23%
2013-11-20,"6,122.9","6,186.85","6,204.35","6,106.95",155.80M,-1.30%
2013-11-21,"5,999.05","6,096.5","6,097.35","5,985.4",137.23M,-2.02%
2013-11-22,"5,995.45","6,027.35","6,049.6","5,972.8",134.76M,-0.06%
2013-11-25,"6,115.35","6,035.95","6,123.5","6,035.95",127.20M,2.00%
2013-11-26,"6,059.1","6,099.25","6,112.7","6,047.75",150.66M,-0.92%
2013-11-27,"6,057.1","6,062.7","6,074","6,030.3",124.88M,-0.03%
2013-11-28,"6,091.85","6,092","6,112.95","6,068.3",195.32M,0.57%
2013-11-29,"6,176.1","6,103.9","6,182.5","6,103.8",190.71M,1.38%
2013-12-02,"6,217.85","6,171.15","6,228.7","6,171.15",145.95M,0.68%
2013-12-03,"6,201.85","6,204.25","6,225.4","6,191.4",156.85M,-0.26%
2013-12-04,"6,160.95","6,187.95","6,209.15","6,149.9",186.17M,-0.66%
2013-12-05,"6,241.1","6,262.45","6,300.55","6,232",186.06M,1.30%
2013-12-06,"6,259.9","6,234.4","6,275.35","6,230.75",158.54M,0.30%
2013-12-09,"6,363.9","6,415","6,415.25","6,345",198.29M,1.66%
2013-12-10,"6,332.85","6,354.7","6,362.25","6,307.55",242.41M,-0.49%
2013-12-11,"6,307.9","6,307.2","6,326.6","6,280.25",148.20M,-0.39%
2013-12-12,"6,237.05","6,276.75","6,286.85","6,230.55",148.53M,-1.12%
2013-12-13,"6,168.4","6,201.3","6,208.6","6,161.4",169.65M,-1.10%
2013-12-16,"6,154.7","6,168.35","6,183.25","6,146.05",146.45M,-0.22%
2013-12-17,"6,139.05","6,178.2","6,190.55","6,133",154.18M,-0.25%
2013-12-18,"6,217.15","6,129.95","6,236","6,129.95",243.25M,1.27%
2013-12-19,"6,166.65","6,253.9","6,263.75","6,150.7",437.04M,-0.81%
2013-12-20,"6,274.25","6,179.95","6,284.5","6,170.35",171.97M,1.74%
2013-12-23,"6,284.5","6,267.2","6,317.5","6,266.95",131.19M,0.16%
2013-12-24,"6,268.4","6,296.45","6,301.5","6,262",107.64M,-0.26%
2013-12-26,"6,278.9","6,270.1","6,302.75","6,259.45",182.31M,0.17%
2013-12-27,"6,313.8","6,292.8","6,324.9","6,289.4",96.87M,0.56%
2013-12-30,"6,291.1","6,336.4","6,344.05","6,273.15",101.27M,-0.36%
2013-12-31,"6,304","6,307.35","6,317.3","6,287.3",103.44M,0.21%
2014-01-01,"6,301.65","6,323.8","6,327.2","6,298.25",69.57M,-0.04%
2014-01-02,"6,221.15","6,301.25","6,358.3","6,211.3",158.13M,-1.28%
2014-01-03,"6,211.15","6,194.55","6,221.7","6,171.25",139.04M,-0.16%
2014-01-06,"6,191.45","6,220.85","6,224.7","6,170.25",118.35M,-0.32%
2014-01-07,"6,162.25","6,203.9","6,221.5","6,144.75",138.56M,-0.47%
2014-01-08,"6,174.6","6,178.05","6,192.1","6,160.35",146.91M,0.20%
2014-01-09,"6,168.35","6,181.7","6,188.05","6,148.25",150.06M,-0.10%
2014-01-10,"6,171.45","6,178.85","6,239.1","6,139.6",159.92M,0.05%
2014-01-13,"6,272.75","6,189.55","6,288.2","6,189.55",135.01M,1.64%
2014-01-14,"6,241.85","6,260.25","6,280.35","6,234.15",110.23M,-0.49%
2014-01-15,"6,320.9","6,265.95","6,325.2","6,265.3",145.92M,1.27%
2014-01-16,"6,318.9","6,341.35","6,346.5","6,299.85",153.42M,-0.03%
2014-01-17,"6,261.65","6,306.25","6,327.1","6,246.35",167.72M,-0.91%
2014-01-20,"6,303.95","6,261.75","6,307.45","6,243.35",122.14M,0.68%
2014-01-21,"6,313.8","6,320.15","6,330.3","6,297.9",141.73M,0.16%
2014-01-22,"6,338.95","6,309.05","6,349.95","6,287.45",137.49M,0.40%
2014-01-23,"6,345.65","6,325.95","6,355.6","6,316.4",120.06M,0.11%
2014-01-24,"6,266.75","6,301.65","6,331.45","6,263.9",160.27M,-1.24%
2014-01-27,"6,135.85","6,186.3","6,188.55","6,130.25",190.44M,-2.09%
2014-01-28,"6,126.25","6,131.85","6,163.6","6,085.95",184.11M,-0.16%
2014-01-29,"6,120.25","6,161","6,170.45","6,109.8",146.73M,-0.10%
2014-01-30,"6,073.7","6,067","6,082.85","6,027.25",208.06M,-0.76%
2014-01-31,"6,089.5","6,082.75","6,097.85","6,067.35",146.71M,0.26%
2014-02-03,"6,001.8","6,058.8","6,074.85","5,994.45",134.89M,-1.44%
2014-02-04,"6,000.9","5,947.6","6,017.8","5,933.3",183.25M,-0.01%
2014-02-05,"6,022.4","6,004.25","6,028.05","5,962.05",166.63M,0.36%
2014-02-06,"6,036.3","6,028.35","6,048.35","5,965.4",185.50M,0.23%
2014-02-07,"6,063.2","6,077.65","6,079.95","6,030.9",181.93M,0.45%
2014-02-10,"6,053.45","6,072.8","6,083.05","6,046.4",133.07M,-0.16%
2014-02-11,"6,062.7","6,072.45","6,081.85","6,053.25",150.52M,0.15%
2014-02-12,"6,084","6,085.35","6,106.6","6,077.4",138.55M,0.35%
2014-02-13,"6,001.1","6,087.55","6,094.4","5,991.1",153.65M,-1.36%
2014-02-14,"6,048.35","6,023.75","6,056.4","5,984.6",140.20M,0.79%
2014-02-17,"6,073.3","6,057.1","6,080.65","6,038.3",108.49M,0.41%
2014-02-18,"6,127.1","6,071.3","6,141.7","6,066.8",126.64M,0.89%
2014-02-19,"6,152.75","6,132.05","6,160.35","6,125.75",95.25M,0.42%
2014-02-20,"6,091.45","6,127.15","6,129.1","6,086.45",132.11M,-1.00%
2014-02-21,"6,155.45","6,108.3","6,159.65","6,108",112.60M,1.05%
2014-02-24,"6,186.1","6,140.95","6,191.85","6,130.8",144.88M,0.50%
2014-02-25,"6,200.05","6,205.7","6,216.85","6,176.6",146.26M,0.23%
2014-02-26,"6,238.8","6,202.45","6,245.95","6,202.1",181.66M,0.62%
2014-02-28,"6,276.95","6,228.45","6,282.7","6,228.1",180.60M,0.61%
2014-03-03,"6,221.45","6,264.35","6,277.75","6,212.25",144.56M,-0.88%
2014-03-04,"6,297.95","6,216.75","6,302.15","6,215.7",166.82M,1.23%
2014-03-05,"6,328.65","6,328.45","6,336.25","6,287.8",160.30M,0.49%
2014-03-06,"6,401.15","6,344.75","6,406.6","6,339.7",180.73M,1.15%
2014-03-07,"6,526.65","6,413.95","6,537.8","6,413.55",284.92M,1.96%
2014-03-10,"6,537.25","6,491.7","6,562.2","6,487.35",242.14M,0.16%
2014-03-11,"6,511.9","6,537.35","6,562.85","6,494.25",239.00M,-0.39%
2014-03-12,"6,516.9","6,497.5","6,546.15","6,487.3",174.98M,0.08%
2014-03-13,"6,493.1","6,491.75","6,561.45","6,476.65",167.86M,-0.37%
2014-03-14,"6,504.2","6,447.25","6,518.45","6,432.7",177.34M,0.17%
2014-03-18,"6,516.65","6,532.45","6,574.95","6,497.65",179.31M,0.19%
2014-03-19,"6,524.05","6,530","6,541.2","6,506",172.46M,0.11%
2014-03-20,"6,483.1","6,508.35","6,523.65","6,473.25",141.98M,-0.63%
2014-03-21,"6,493.2","6,515.2","6,522.9","6,485.7",189.85M,0.16%
2014-03-22,"6,494.9","6,497.8","6,502.65","6,481.35",9.77M,0.03%
2014-03-24,"6,583.5","6,510.5","6,591.5","6,510.5",158.40M,1.36%
2014-03-25,"6,589.75","6,550.1","6,595.55","6,544.85",168.12M,0.09%
2014-03-26,"6,601.4","6,615.65","6,627.45","6,580.6",186.57M,0.18%
2014-03-27,"6,641.75","6,613.1","6,673.95","6,599.5",312.38M,0.61%
2014-03-28,"6,695.9","6,673.05","6,702.6","6,643.8",184.82M,0.82%
2014-03-31,"6,704.2","6,723.15","6,730.05","6,662.4",220.62M,0.12%
2014-04-01,"6,721.05","6,729.5","6,732.25","6,675.45",177.84M,0.25%
2014-04-02,"6,752.55","6,757.6","6,763.5","6,723.6",173.34M,0.47%
2014-04-03,"6,736.1","6,772.05","6,776.75","6,696.9",197.55M,-0.24%
2014-04-04,"6,694.35","6,741.85","6,741.85","6,685.15",155.13M,-0.62%
2014-04-07,"6,695.05","6,694.25","6,725.15","6,650.4",133.95M,0.01%
2014-04-09,"6,796.2","6,722","6,808.7","6,705.1",169.80M,1.51%
2014-04-10,"6,796.4","6,803.05","6,819.05","6,777.3",191.13M,0.00%
2014-04-11,"6,776.3","6,758.35","6,789.35","6,743.15",140.74M,-0.30%
2014-04-15,"6,733.1","6,792.7","6,813.4","6,711.75",123.20M,-0.64%
2014-04-16,"6,675.3","6,727.25","6,748.65","6,665.15",119.77M,-0.86%
2014-04-17,"6,779.4","6,695.45","6,783.05","6,684.4",131.49M,1.56%
2014-04-21,"6,817.65","6,789.25","6,825.45","6,786.9",111.84M,0.56%
2014-04-22,"6,815.35","6,822.9","6,838","6,806.25",114.69M,-0.03%
2014-04-23,"6,840.8","6,823.25","6,861.6","6,820.75",182.97M,0.37%
2014-04-25,"6,782.75","6,855.8","6,869.85","6,772.85",154.32M,-0.85%
2014-04-28,"6,761.25","6,778.55","6,786.25","6,750.3",118.16M,-0.32%
2014-04-29,"6,715.25","6,769","6,779.7","6,708.65",115.51M,-0.68%
2014-04-30,"6,696.4","6,724.95","6,780.15","6,656.8",161.11M,-0.28%
2014-05-02,"6,694.8","6,709.95","6,737.65","6,689.5",114.28M,-0.02%
2014-05-05,"6,699.35","6,681.65","6,741.05","6,680.45",104.99M,0.07%
2014-05-06,"6,715.3","6,719.25","6,743.45","6,701.9",88.29M,0.24%
2014-05-07,"6,652.55","6,708.6","6,718.75","6,642.9",114.10M,-0.93%
2014-05-08,"6,659.85","6,669.9","6,688.4","6,638.55",101.55M,0.11%
2014-05-09,"6,858.8","6,654.15","6,871.35","6,652.15",166.44M,2.99%
2014-05-12,"7,014.25","6,863.4","7,020.05","6,862.9",157.72M,2.27%
2014-05-13,"7,108.75","7,080","7,172.35","7,067.15",232.22M,1.35%
2014-05-14,"7,108.75","7,112","7,142.25","7,080.9",177.20M,0.00%
2014-05-15,"7,123.15","7,111.3","7,152.55","7,082.55",186.85M,0.20%
2014-05-16,"7,203","7,270.2","7,563.5","7,130.65",393.16M,1.12%
2014-05-19,"7,263.55","7,276.85","7,291.1","7,193.55",316.25M,0.84%
2014-05-20,"7,275.5","7,309.95","7,353.65","7,247.7",255.33M,0.16%
2014-05-21,"7,252.9","7,274.85","7,287.15","7,206.7",203.14M,-0.31%
2014-05-22,"7,276.4","7,289.95","7,319.55","7,258.15",240.94M,0.32%
2014-05-23,"7,367.1","7,306.5","7,381","7,293.9",259.64M,1.25%
2014-05-26,"7,359.05","7,428.75","7,504","7,269.05",273.24M,-0.11%
2014-05-27,"7,318","7,363.1","7,372.95","7,274.75",168.60M,-0.56%
2014-05-28,"7,329.65","7,324.95","7,344.75","7,302.6",175.60M,0.16%
2014-05-29,"7,235.65","7,316.6","7,325.4","7,224.4",241.12M,-1.28%
2014-05-30,"7,229.95","7,254.85","7,272.5","7,118.45",312.15M,-0.08%
2014-06-02,"7,362.5","7,264.05","7,368.6","7,239.5",169.89M,1.83%
2014-06-03,"7,415.85","7,375.35","7,424.95","7,342.15",234.68M,0.72%
2014-06-04,"7,402.25","7,417.55","7,433.3","7,391.35",204.59M,-0.18%
2014-06-05,"7,474.1","7,399.75","7,484.7","7,360.5",250.66M,0.97%
2014-06-06,"7,583.4","7,521.5","7,592.7","7,497.65",248.40M,1.46%
2014-06-09,"7,654.6","7,621.65","7,673.7","7,580.25",231.88M,0.94%
2014-06-10,"7,656.4","7,679.05","7,683.2","7,579.3",188.67M,0.02%
2014-06-11,"7,626.85","7,672.4","7,700.05","7,589.05",186.18M,-0.39%
2014-06-12,"7,649.9","7,641.3","7,658","7,593.8",148.21M,0.30%
2014-06-13,"7,542.1","7,668.2","7,678.5","7,525.35",174.52M,-1.41%
2014-06-16,"7,533.55","7,534.8","7,548.6","7,487.55",155.38M,-0.11%
2014-06-17,"7,631.7","7,525.05","7,637.6","7,509.25",157.96M,1.30%
2014-06-18,"7,558.2","7,636.05","7,663","7,515.5",165.08M,-0.96%
2014-06-19,"7,540.7","7,580.05","7,606.45","7,502.55",148.85M,-0.23%
2014-06-20,"7,511.45","7,543.3","7,560.55","7,497.3",124.13M,-0.39%
2014-06-23,"7,493.35","7,514","7,534.8","7,441.6",127.41M,-0.24%
2014-06-24,"7,580.2","7,515.2","7,593.35","7,515.2",137.00M,1.16%
2014-06-25,"7,569.25","7,588.55","7,589.25","7,557.05",114.97M,-0.14%
2014-06-26,"7,493.2","7,554.1","7,570.2","7,481.3",171.68M,-1.00%
2014-06-27,"7,508.8","7,514.2","7,538.75","7,482.3",126.67M,0.21%
2014-06-30,"7,611.35","7,534.05","7,623.65","7,531.6",152.30M,1.37%
2014-07-01,"7,634.7","7,629","7,649.5","7,618.15",139.43M,0.31%
2014-07-02,"7,725.15","7,683.05","7,732.4","7,677.3",136.32M,1.18%
2014-07-03,"7,714.8","7,734.35","7,754.65","7,706.8",133.76M,-0.13%
2014-07-04,"7,751.6","7,718.1","7,758","7,661.3",113.07M,0.48%
2014-07-07,"7,787.15","7,780.4","7,792","7,755.1",173.93M,0.46%
2014-07-08,"7,623.2","7,804.05","7,808.85","7,595.9",180.65M,-2.11%
2014-07-09,"7,585","7,637.95","7,650.1","7,551.65",168.35M,-0.50%
2014-07-10,"7,567.75","7,589.5","7,731.05","7,479.05",258.39M,-0.23%
2014-07-11,"7,459.6","7,584.1","7,625.85","7,447.2",187.59M,-1.43%
2014-07-14,"7,454.15","7,469","7,478.45","7,422.15",135.23M,-0.07%
2014-07-15,"7,526.65","7,491.3","7,534.9","7,459.15",122.07M,0.97%
2014-07-16,"7,624.4","7,564.15","7,640.1","7,532.45",167.97M,1.30%
2014-07-17,"7,640.45","7,612.7","7,655.65","7,612.7",141.61M,0.21%
2014-07-18,"7,663.9","7,630.25","7,685","7,595.5",134.60M,0.31%
2014-07-21,"7,684.2","7,701.65","7,722.1","7,674",105.40M,0.26%
2014-07-22,"7,767.85","7,708.2","7,773.85","7,704.8",120.08M,1.09%
2014-07-23,"7,795.75","7,794.9","7,809.2","7,752.9",122.12M,0.36%
2014-07-24,"7,830.6","7,796.25","7,835.65","7,771.65",117.61M,0.45%
2014-07-25,"7,790.45","7,828.2","7,840.95","7,748.6",153.94M,-0.51%
2014-07-28,"7,748.7","7,792.9","7,799.9","7,722.65",116.54M,-0.54%
2014-07-30,"7,791.4","7,746.2","7,798.7","7,707.6",178.11M,0.55%
2014-07-31,"7,721.3","7,784.65","7,791.85","7,711.15",208.86M,-0.90%
2014-08-01,"7,602.6","7,662.5","7,716.7","7,593.9",181.07M,-1.54%
2014-08-04,"7,683.65","7,639.55","7,694.8","7,622.05",137.04M,1.07%
2014-08-05,"7,746.55","7,706.65","7,752.45","7,638.05",128.24M,0.82%
2014-08-06,"7,672.05","7,726.15","7,740.95","7,658.95",116.36M,-0.96%
2014-08-07,"7,649.25","7,651.15","7,708.95","7,630.4",116.79M,-0.30%
2014-08-08,"7,568.55","7,588.7","7,592.45","7,540.1",118.43M,-1.06%
2014-08-11,"7,625.95","7,619.85","7,635.55","7,598.6",106.97M,0.76%
2014-08-12,"7,727.05","7,688.8","7,735.75","7,654.8",120.61M,1.33%
2014-08-13,"7,739.55","7,717.3","7,757.1","7,695.7",154.08M,0.16%
2014-08-14,"7,791.7","7,756.15","7,796.7","7,739.1",127.33M,0.67%
2014-08-18,"7,874.25","7,785.25","7,880.5","7,779.2",126.74M,1.06%
2014-08-19,"7,897.5","7,901","7,918.55","7,881.15",140.62M,0.30%
2014-08-20,"7,875.3","7,915.8","7,922.7","7,864.05",117.32M,-0.28%
2014-08-21,"7,891.1","7,875.35","7,919.65","7,855.95",115.22M,0.20%
2014-08-22,"7,913.2","7,904.55","7,929.05","7,900.05",104.08M,0.28%
2014-08-25,"7,906.3","7,931.75","7,968.25","7,897.95",118.47M,-0.09%
2014-08-26,"7,904.75","7,874.5","7,915.45","7,862.45",142.83M,-0.02%
2014-08-27,"7,936.05","7,933.9","7,946.85","7,916.55",119.96M,0.40%
2014-08-28,"7,954.35","7,942.25","7,967.8","7,939.2",189.70M,0.23%
2014-09-01,"8,027.7","7,990.35","8,035","7,984",139.33M,0.92%
2014-09-02,"8,083.05","8,038.6","8,101.95","8,036.55",134.90M,0.69%
2014-09-03,"8,114.6","8,110.85","8,141.9","8,092.25",150.73M,0.39%
2014-09-04,"8,095.95","8,114.2","8,114.8","8,060.9",141.28M,-0.23%
2014-09-05,"8,086.85","8,099.9","8,122.7","8,049.85",125.98M,-0.11%
2014-09-08,"8,173.9","8,132.95","8,180.2","8,126.15",120.69M,1.08%
2014-09-09,"8,152.95","8,161.9","8,174.55","8,126.5",104.74M,-0.26%
2014-09-10,"8,094.1","8,135.55","8,135.75","8,082.1",107.06M,-0.72%
2014-09-11,"8,085.7","8,115.15","8,127.95","8,057.3",122.82M,-0.10%
2014-09-12,"8,105.5","8,087.05","8,114.3","8,071.6",111.44M,0.24%
2014-09-15,"8,042","8,070.35","8,077.3","8,030",96.50M,-0.78%
2014-09-16,"7,932.9","8,036.6","8,044.9","7,925.15",127.95M,-1.36%
2014-09-17,"7,975.5","7,971.5","7,990.65","7,936.95",123.72M,0.54%
2014-09-18,"8,114.75","7,950.65","8,120.85","7,939.7",116.93M,1.75%
2014-09-19,"8,121.45","8,129.4","8,160.9","8,105.35",161.28M,0.08%
2014-09-22,"8,146.3","8,084.45","8,159.9","8,064.8",105.51M,0.31%
2014-09-23,"8,017.55","8,144.4","8,159.75","8,008.1",140.78M,-1.58%
2014-09-24,"8,002.4","8,015.55","8,042.05","7,950.05",182.21M,-0.19%
2014-09-25,"7,911.85","8,003.3","8,019.3","7,877.35",231.90M,-1.13%
2014-09-26,"7,968.85","7,885.85","7,993.3","7,841.8",147.84M,0.72%
2014-09-29,"7,958.9","7,978.45","7,991.75","7,934.7",97.27M,-0.12%
2014-09-30,"7,964.8","7,948.8","8,030.9","7,923.85",141.14M,0.07%
2014-10-01,"7,945.55","7,960.5","7,977.5","7,936.7",113.00M,-0.24%
2014-10-07,"7,852.4","7,897.4","7,943.05","7,842.7",148.20M,-1.17%
2014-10-08,"7,842.7","7,828.75","7,869.9","7,815.75",135.91M,-0.12%
